,id,Name,X,Y,LONGITUDE,LATITUDE,MESSAGEDATE,USERID,USERSCREENNAME,MESSAGETEXT,LOCATION,HASHTAGS,ISRETWEET,datetime,Cluster,parsed_tweets,stemmed_tokens,is_new_years_tweet,is_eastender_tweet
4200,550764644496080896,,-0.118652,51.393307,-0.11865200102329256,51.39330673217773,01/01/2015 21:24:58,1906122506,Jchlee_x,@RushPLS: Wait so using my skills learned on CSI. Denise has been beating Patrick to take out her anger on commuting a murder.      go sleep,Croydon,,0,2015-01-01 21:24:58,1,Wait so using my skills learned on CSI Denise has been beating Patrick to take out her anger on commuting a murder go sleep,"['wait', 'so', 'use', 'my', 'skill', 'learn', 'on', 'csi', 'denis', 'ha', 'been', 'beat', 'patrick', 'to', 'take', 'out', 'her', 'anger', 'on', 'commut', 'a', 'murder', 'go', 'sleep']",False,True
4202,550764818299629571,,-0.11485999999999999,51.362118,-0.11485999822616574,51.36211776733398,01/01/2015 21:25:40,361608913,KingOyinbo, @rayaldn: The kettle is what killed Lucy tbh   No.,Croydon,,0,2015-01-01 21:25:40,1,The kettle is what killed Lucy tbh No,"['the', 'kettl', 'is', 'what', 'kill', 'luci', 'tbh', 'No']",False,True
4210,550760667066941441,,-0.096428,51.417526,-0.09642799943685533,51.41752624511719,01/01/2015 21:09:10,173774456,_txsha,RONNIE IS DEAD ?,Croydon,,0,2015-01-01 21:09:10,1,RONNIE IS DEAD,"['ronni', 'IS', 'dead']",False,True
4211,550762109576183808,,-0.071671,51.38664,-0.0716710016131401,51.38663864135742,01/01/2015 21:14:54,227790813,__Zahrah__,If Ronnie dies  I'm gonna be pissed! #EastEnders,Croydon,EastEnders,0,2015-01-01 21:14:54,1,If Ronnie dies I m gonna be pissed,"['If', 'ronni', 'die', 'I', 'm', 'gon', 'na', 'be', 'piss']",False,True
4215,550754015097946112,,-0.071582,51.386578,-0.07158199697732925,51.38657760620117,01/01/2015 20:42:44,227790813,__Zahrah__,So on the way to the police station she's gonna die bit obvious! #EastEnders,Croydon,EastEnders,0,2015-01-01 20:42:44,1,So on the way to the police station she s gonna die bit obvious,"['So', 'on', 'the', 'way', 'to', 'the', 'polic', 'station', 'she', 's', 'gon', 'na', 'die', 'bit', 'obviou']",False,True
4222,550764916215656449,,-0.090498,51.392094,-0.09049800038337708,51.39209365844727,01/01/2015 21:26:03,189138132,ItsJustDaniel_,I think I'm like the only person who hasn't watched Eastenders tonight    please don't hate me,Croydon,,0,2015-01-01 21:26:03,1,I think I m like the only person who hasn t watched Eastenders tonight please don t hate me,"['I', 'think', 'I', 'm', 'like', 'the', 'onli', 'person', 'who', 'hasn', 't', 'watch', 'eastend', 'tonight', 'pleas', 'don', 't', 'hate', 'me']",False,True
4229,550761072689676288,,-0.109824,51.347927,-0.10982400178909303,51.34792709350586,01/01/2015 21:10:47,2147605465,realist_savs,no one cares about emma ya kno  ,Croydon,,0,2015-01-01 21:10:47,1,no one cares about emma ya kno,"['no', 'one', 'care', 'about', 'emma', 'ya', 'kno']",False,True
4238,550758810315665410,,-0.063194,51.39987,-0.06319399923086166,51.39987182617188,01/01/2015 21:01:47,2885294074,angryblackfemmy,"A trans commit suicide b4 we shout ""trans lives matter"" trans lives r valuable; dead or alive we cannot terrorise them 4 gender any longer",Croydon,,0,2015-01-01 21:01:47,1,A trans commit suicide b we shout trans lives matter trans lives r valuable dead or alive we cannot terrorise them gender any longer,"['A', 'tran', 'commit', 'suicid', 'b', 'we', 'shout', 'tran', 'live', 'matter', 'tran', 'live', 'r', 'valuabl', 'dead', 'or', 'aliv', 'we', 'can', 'not', 'terroris', 'them', 'gender', 'ani', 'longer']",False,True
4245,550765329589501953,,-0.029892000000000002,51.37004,-0.029891999438405037,51.37004089355469,01/01/2015 21:27:41,400744181,adxrntheskies,Denise you witch,Croydon,,0,2015-01-01 21:27:41,1,Denise you witch,"['denis', 'you', 'witch']",False,True
4246,550762507095527426,,-0.133266,51.329823,-0.13326600193977356,51.3298225402832,01/01/2015 21:16:29,109812798,Lizzieroccia,Eastenders making me feel extremely on edge,Croydon,,0,2015-01-01 21:16:29,1,Eastenders making me feel extremely on edge,"['eastend', 'make', 'me', 'feel', 'extrem', 'on', 'edg']",False,True
4254,550762160104964096,,-0.11486500000000001,51.362305,-0.11486499756574632,51.3623046875,01/01/2015 21:15:06,361608913,KingOyinbo,Nah Eastenders piss me off not everyday cuppa or put the kettle on,Croydon,,0,2015-01-01 21:15:06,1,Nah Eastenders piss me off not everyday cuppa or put the kettle on,"['nah', 'eastend', 'piss', 'me', 'off', 'not', 'everyday', 'cuppa', 'or', 'put', 'the', 'kettl', 'on']",False,True
4258,550762546534563843,,-0.116737,51.363712,-0.11673700064420699,51.36371231079102,01/01/2015 21:16:38,2878585264,amirahmilan,The amount of people tweeting the same thing about Eastenders   ,Croydon,,0,2015-01-01 21:16:38,1,The amount of people tweeting the same thing about Eastenders,"['the', 'amount', 'of', 'peopl', 'tweet', 'the', 'same', 'thing', 'about', 'eastend']",False,True
4261,550759246766538753,,-0.061861,51.319256,-0.06186100095510483,51.31925582885742,01/01/2015 21:03:31,912200774,RebeccaRm2603,I love Phil     ,Croydon,,0,2015-01-01 21:03:31,1,I love Phil,"['I', 'love', 'phil']",False,True
4262,550759444036849664,,-0.048714999999999994,51.384945,-0.048714999109506614,51.38494491577149,01/01/2015 21:04:18,286125266,TolgaK69,If phil dies I'm not gonna watch Eastenders again.,Croydon,,0,2015-01-01 21:04:18,1,If phil dies I m not gonna watch Eastenders again,"['If', 'phil', 'die', 'I', 'm', 'not', 'gon', 'na', 'watch', 'eastend', 'again']",False,True
4272,550757648166293504,,-0.11488599999999999,51.362365999999994,-0.11488600075244905,51.36236572265625,01/01/2015 20:57:10,361608913,KingOyinbo,Everyone's talking about Lucy's killer like say we don't find out who killed her till February   ,Croydon,,0,2015-01-01 20:57:10,1,Everyone s talking about Lucy s killer like say we don t find out who killed her till February,"['everyon', 's', 'talk', 'about', 'luci', 's', 'killer', 'like', 'say', 'we', 'don', 't', 'find', 'out', 'who', 'kill', 'her', 'till', 'februari']",False,True
4274,550758243694551041,,-0.06489600000000001,51.38207,-0.06489600241184235,51.3820686340332,01/01/2015 20:59:32,552876525,sophieshoreXO,Eastenders is boring me,Croydon,,0,2015-01-01 20:59:32,1,Eastenders is boring me,"['eastend', 'is', 'bore', 'me']",False,True
4334,550723600370925569,,-0.074488,51.329654999999995,-0.07448799908161162,51.32965469360352,01/01/2015 18:41:52,1856811866,TyroneVMatthews,@dalewis89          your killing me!!  Love my top!,Croydon,,0,2015-01-01 18:41:52,1,your killing me Love my top,"['your', 'kill', 'me', 'love', 'my', 'top']",False,True
4349,550724574988754944,,-0.06342300000000001,51.388977000000004,-0.06342300027608871,51.38897705078125,01/01/2015 18:45:45,554311794,Munashe_G,@DeborahBarry23 killing me,Croydon,,0,2015-01-01 18:45:45,1,killing me,"['kill', 'me']",False,True
4475,550747379105026049,,-0.09642300000000001,51.41747700000001,-0.09642300009727478,51.41747665405274,01/01/2015 20:16:22,173774456,_txsha,wonder who dies today in eastenders,Croydon,,0,2015-01-01 20:16:22,1,wonder who dies today in eastenders,"['wonder', 'who', 'die', 'today', 'in', 'eastend']",False,True
4478,550752338282283008,,-0.143583,51.30185,-0.1435829997062683,51.30184936523438,01/01/2015 20:36:04,720498067,LeylaHaselden,hurry up eastenders,Croydon,,0,2015-01-01 20:36:04,1,hurry up eastenders,"['hurri', 'up', 'eastend']",False,True
4488,550743507259109377,,-0.143242,51.301952,-0.1432420015335083,51.30195236206055,01/01/2015 20:00:59,720498067,LeylaHaselden,Eastenders is going to be so good tonight :),Croydon,,0,2015-01-01 20:00:59,1,Eastenders is going to be so good tonight,"['eastend', 'is', 'go', 'to', 'be', 'so', 'good', 'tonight']",False,True
4500,550753081567485952,,-0.160629,51.31801,-0.160629004240036,51.31800842285156,01/01/2015 20:39:01,1008406262,isabellataborro,who killeddddd lucy,Croydon,,0,2015-01-01 20:39:01,1,who killeddddd lucy,"['who', 'killeddddd', 'luci']",False,True
4522,550808357901443072,,-0.102585,51.391205,-0.10258500277996063,51.39120483398438,02/01/2015 00:18:40,286959955,OwnTipStitch,kind of a dead bday,Croydon,,0,2015-02-01 00:18:40,1,kind of a dead bday,"['kind', 'of', 'a', 'dead', 'bday']",False,True
4526,550816864553926656,,-0.029892000000000002,51.37004,-0.029891999438405037,51.37004089355469,02/01/2015 00:52:28,400744181,adxrntheskies,Listen to Take ÃÂ There (feat. Kiesza) [Zeds Dead Remix] by Jack ÃÂ #np on #SoundCloud http://t.co/FAaJZa7lwg,Croydon,np SoundCloud,0,2015-02-01 00:52:28,1,Listen to Take There feat Kiesza Zeds Dead Remix by Jack on,"['listen', 'to', 'take', 'there', 'feat', 'kiesza', 'zed', 'dead', 'remix', 'by', 'jack', 'on']",False,True
4532,550809200956567553,,-0.063215,51.399914,-0.06321500241756439,51.3999137878418,02/01/2015 00:22:01,2885294074,angryblackfemmy,"#NotAllMen #NotAllWhitePeople #NotAllCisPeople - no more plz these ""generalisations"" are not getting you killed",Croydon,NotAllMen NotAllWhitePeople NotAllCisPeople,0,2015-02-01 00:22:01,1,no more plz these generalisations are not getting you killed,"['no', 'more', 'plz', 'these', 'generalis', 'are', 'not', 'get', 'you', 'kill']",False,True
4536,550812990912856064,,-0.101874,51.371407,-0.1018740013241768,51.37140655517578,02/01/2015 00:37:05,1064468858,Yasmeenbiye_,We will all die someday; this Dunya isn't forever Soo don't depend on it always; ask your Lord for forgiveness all the time!,Croydon,,0,2015-02-01 00:37:05,1,We will all die someday this Dunya isn t forever Soo don t depend on it always ask your Lord for forgiveness all the time,"['We', 'will', 'all', 'die', 'someday', 'thi', 'dunya', 'isn', 't', 'forev', 'soo', 'don', 't', 'depend', 'on', 'it', 'alway', 'ask', 'your', 'lord', 'for', 'forgiv', 'all', 'the', 'time']",False,True
4608,550767893114519553,,-0.029892000000000002,51.37004,-0.029891999438405037,51.37004089355469,01/01/2015 21:37:53,400744181,adxrntheskies,Prayers to Jesus that Ronnie resurrects,Croydon,,0,2015-01-01 21:37:53,1,Prayers to Jesus that Ronnie resurrects,"['prayer', 'to', 'jesu', 'that', 'ronni', 'resurrect']",False,True
4609,550768055710912512,,-0.09642200000000001,51.41754,-0.0964220017194748,51.41754150390625,01/01/2015 21:38:31,173774456,_txsha, @Wretch32: The baby gave birth to ronnie #EastEnders             ,Croydon,EastEnders,0,2015-01-01 21:38:31,1,The baby gave birth to ronnie,"['the', 'babi', 'gave', 'birth', 'to', 'ronni']",False,True
4621,550767493414141952,,-0.107892,51.4091,-0.1078919991850853,51.40909957885742,01/01/2015 21:36:17,353341343,KingAngelxo,Bruv I was about to cry ; don't play with me like that EastEnders,Croydon,,0,2015-01-01 21:36:17,1,Bruv I was about to cry don t play with me like that EastEnders,"['bruv', 'I', 'wa', 'about', 'to', 'cri', 'don', 't', 'play', 'with', 'me', 'like', 'that', 'eastend']",False,True
4638,550768264323018754,,-0.107905,51.4092,-0.10790500044822693,51.40919876098633,01/01/2015 21:39:21,353341343,KingAngelxo,Why are they draaaaaaging ; can't we juss know who killed Lucy now  ,Croydon,,0,2015-01-01 21:39:21,1,Why are they draaaaaaging can t we juss know who killed Lucy now,"['whi', 'are', 'they', 'draaaaaag', 'can', 't', 'we', 'juss', 'know', 'who', 'kill', 'luci', 'now']",False,True
4640,550774410094075904,,-0.066456,51.394676000000004,-0.06645599752664566,51.3946762084961,01/01/2015 22:03:46,203290003,EmanOrManny,That episode was actually bigger than whoever Lucy's killer is,Croydon,,0,2015-01-01 22:03:46,1,That episode was actually bigger than whoever Lucy s killer is,"['that', 'episod', 'wa', 'actual', 'bigger', 'than', 'whoever', 'luci', 's', 'killer', 'is']",False,True
4648,550769290329473026,,-0.101886,51.371407,-0.10188599675893784,51.37140655517578,01/01/2015 21:43:26,220350490,LeeAntony87,Nice little twist @bbceastenders but we know who is going to die tomorrow night    bit obvious     ,Croydon,,0,2015-01-01 21:43:26,1,Nice little twist but we know who is going to die tomorrow night bit obvious,"['nice', 'littl', 'twist', 'but', 'we', 'know', 'who', 'is', 'go', 'to', 'die', 'tomorrow', 'night', 'bit', 'obviou']",False,True
4658,550767297041035265,,-0.109825,51.34794,-0.109825000166893,51.347938537597656,01/01/2015 21:35:31,2147605465,realist_savs,wtf so Ronnie's alive after like 20 seconds,Croydon,,0,2015-01-01 21:35:31,1,wtf so Ronnie s alive after like seconds,"['wtf', 'so', 'ronni', 's', 'aliv', 'after', 'like', 'second']",False,True
4668,550767667955916801,,-0.07648300000000001,51.4076,-0.07648299634456635,51.40760040283203,01/01/2015 21:36:59,149841010,LouiseLuluLou,Ronnie will never die; wicked people live long in Eastenders,Croydon,,0,2015-01-01 21:36:59,1,Ronnie will never die wicked people live long in Eastenders,"['ronni', 'will', 'never', 'die', 'wick', 'peopl', 'live', 'long', 'in', 'eastend']",False,True
4669,550768290768097280,,-0.029892000000000002,51.37004,-0.029891999438405037,51.37004089355469,01/01/2015 21:39:27,400744181,adxrntheskies,Now EastEnders bangs,Croydon,,0,2015-01-01 21:39:27,1,Now EastEnders bangs,"['now', 'eastend', 'bang']",False,True
4675,550773682764021762,,-0.066333,51.394768,-0.06633300334215164,51.39476776123047,01/01/2015 22:00:53,203290003,EmanOrManny,Eastenders was serious today mehn,Croydon,,0,2015-01-01 22:00:53,1,Eastenders was serious today mehn,"['eastend', 'wa', 'seriou', 'today', 'mehn']",False,True
4689,550767976631504897,,-0.029892000000000002,51.37004,-0.029891999438405037,51.37004089355469,01/01/2015 21:38:13,400744181,adxrntheskies,Ronnie fi dead,Croydon,,0,2015-01-01 21:38:13,1,Ronnie fi dead,"['ronni', 'fi', 'dead']",False,True
4690,550768792637554689,,-0.037663,51.3398,-0.03766300156712532,51.33980178833008,01/01/2015 21:41:27,248848688,Jade14Bailey,Gotta love #eastenders ... Had tears in my eyes when Ronnie died but then she didn't die!     ,Croydon,eastenders,0,2015-01-01 21:41:27,1,Gotta love Had tears in my eyes when Ronnie died but then she didn t die,"['got', 'ta', 'love', 'had', 'tear', 'in', 'my', 'eye', 'when', 'ronni', 'die', 'but', 'then', 'she', 'didn', 't', 'die']",False,True
4694,550766928030339073,,-0.048705,51.384995,-0.048705000430345535,51.38499450683594,01/01/2015 21:34:03,286125266,TolgaK69,Ronnie was some beg anyway,Croydon,,0,2015-01-01 21:34:03,1,Ronnie was some beg anyway,"['ronni', 'wa', 'some', 'beg', 'anyway']",False,True
4695,550767321028263936,,-0.048592,51.385067,-0.04859200119972229,51.38506698608398,01/01/2015 21:35:36,286125266,TolgaK69,How was she resurrected from the dead,Croydon,,0,2015-01-01 21:35:36,1,How was she resurrected from the dead,"['how', 'wa', 'she', 'resurrect', 'from', 'the', 'dead']",False,True
4697,550767324396281856,,-0.076062,51.394220000000004,-0.07606200128793716,51.39421844482422,01/01/2015 21:35:37,484903035,charlottemoyy,Omg eastenders,Croydon,,0,2015-01-01 21:35:37,1,Omg eastenders,"['omg', 'eastend']",False,True
4703,550767994214031361,,-0.063316,51.399937,-0.06331600248813629,51.39993667602539,01/01/2015 21:38:17,2885294074,angryblackfemmy,I was proper crying when Ronnie died you know but that pulse got us doing Bobby schmurda,Croydon,,0,2015-01-01 21:38:17,1,I was proper crying when Ronnie died you know but that pulse got us doing Bobby schmurda,"['I', 'wa', 'proper', 'cri', 'when', 'ronni', 'die', 'you', 'know', 'but', 'that', 'puls', 'got', 'us', 'do', 'bobbi', 'schmurda']",False,True
4712,550773937748316161,,-0.06637799999999999,51.394783000000004,-0.06637799739837646,51.39478302001953,01/01/2015 22:01:54,203290003,EmanOrManny,Mate that was some amazing acting from phil man friggin heck,Croydon,,0,2015-01-01 22:01:54,1,Mate that was some amazing acting from phil man friggin heck,"['mate', 'that', 'wa', 'some', 'amaz', 'act', 'from', 'phil', 'man', 'friggin', 'heck']",False,True
4714,550766787345018880,,-0.048889999999999996,51.38483400000001,-0.04888999834656715,51.38483428955078,01/01/2015 21:33:29,286125266,TolgaK69,Rip Ronnie,Croydon,,0,2015-01-01 21:33:29,1,Rip Ronnie,"['rip', 'ronni']",False,True
4715,550767341584527360,,-0.071902,51.38681,-0.07190199941396712,51.38681030273438,01/01/2015 21:35:41,227790813,__Zahrah__,Why would they do that I'm so emosh!    glad she ain't dead! #EastEnders,Croydon,EastEnders,0,2015-01-01 21:35:41,1,Why would they do that I m so emosh glad she ain t dead,"['whi', 'would', 'they', 'do', 'that', 'I', 'm', 'so', 'emosh', 'glad', 'she', 'ain', 't', 'dead']",False,True
4720,550766404031762432,,-0.06476,51.38192700000001,-0.0647599995136261,51.38192749023438,01/01/2015 21:31:58,552876525,sophieshoreXO,I think Emma will die and not Ronnie,Croydon,,0,2015-01-01 21:31:58,1,I think Emma will die and not Ronnie,"['I', 'think', 'emma', 'will', 'die', 'and', 'not', 'ronni']",False,True
4729,550767595029557248,,-0.11473199999999999,51.362384999999996,-0.11473199725151062,51.36238479614258,01/01/2015 21:36:42,361608913,KingOyinbo,Well apparently Roxy's kisses can bring you back from the dead,Croydon,,0,2015-01-01 21:36:42,1,Well apparently Roxy s kisses can bring you back from the dead,"['well', 'appar', 'roxi', 's', 'kiss', 'can', 'bring', 'you', 'back', 'from', 'the', 'dead']",False,True
4731,550771732379107328,,-0.10789100000000001,51.4091,-0.10789100080728532,51.40909957885742,01/01/2015 21:53:08,353341343,KingAngelxo,@_nate9: Tbh does Eastenders know themselves who even killed lucyy      tbh  ,Croydon,,0,2015-01-01 21:53:08,1,Tbh does Eastenders know themselves who even killed lucyy tbh,"['tbh', 'doe', 'eastend', 'know', 'themselv', 'who', 'even', 'kill', 'lucyy', 'tbh']",False,True
4734,550766827979419648,,-0.11485999999999999,51.362362,-0.11485999822616574,51.36236190795898,01/01/2015 21:33:39,361608913,KingOyinbo,I heard they turn crazy after Ronnie died *rowdy Rebel voice*,Croydon,,0,2015-01-01 21:33:39,1,I heard they turn crazy after Ronnie died rowdy Rebel voice,"['I', 'heard', 'they', 'turn', 'crazi', 'after', 'ronni', 'die', 'rowdi', 'rebel', 'voic']",False,True
4735,550767360848957441,,-0.052818,51.374313,-0.05281800031661986,51.37431335449219,01/01/2015 21:35:46,129253701,CallumStebbing,Eastenders is far too much for my fragile state tonight,Croydon,,0,2015-01-01 21:35:46,1,Eastenders is far too much for my fragile state tonight,"['eastend', 'is', 'far', 'too', 'much', 'for', 'my', 'fragil', 'state', 'tonight']",False,True
